content_groups,title,watchers_prev_mtd,watchers_this_mtd,plays_prev_mtd,plays_this_mtd,duration_prev_mtd,duration_this_mtd,rn1,rn2
General Entertainment,Essential: Ungu,728,1839,1195,3545,2398.75,7027.5,54,160
General Entertainment,Because This Is My First Life,726,1191,2861,3493,62607.25,69996.5,94,161
General Entertainment,Essential: Rhoma Irama,664,1664,1058,3025,2522,6969.5,64,187
General Entertainment,Ada Cinta di SMA,540,1260,613,1397,571,1596.8333333333333,89,235
General Entertainment,Live On,535,2636,1305,3784,1254.25,10765.5,32,238
General Entertainment,Ernest Prakasa Coba Patahkan Standar Kecantikan Lewat ‘Imperfect The Series’,434,1257,453,1329,362.5,825.25,90,293
General Entertainment,Bridesmaid Barbar Curi Perhatian di Nikahan Orang,424,1763,508,2039,184.95,1173.0833333333333,60,300
General Entertainment,samaratv,0,69854,0,115987,0,1338367.5166666666,1,79032
General Entertainment,Poles - Kepoin Lesti,0,54640,0,112816,0,665851.3,2,79033
General Entertainment,Pingin Siaran Show,0,52631,0,89671,0,616851.75,3,79034
General Entertainment,Raffi Ahmad & Nagita Slavina | Christie SERIBU KALI CINTA THE SERIES Eps 4,0,30631,0,35125,0,24176,4,79035
General Entertainment,Dude Harlino & Alyssa Soebandono | Christie SERIBU KALI CINTA THE SERIES Eps5,0,27151,0,30865,0,30393.75,5,79036
General Entertainment,Jamming Session Special With Lesti,0,23578,0,35073,0,295068.86666666664,6,79037
General Entertainment,5 Bulan Pernikahan Andin dan Aldebaran di Ikatan Cinta,0,15586,0,19460,0,36358.75,7,79038
General Entertainment,Vidio Music Corner : Rencana Hebat Geisha & Dul Jaelani,0,10172,0,11332,0,13717.75,8,79039
General Entertainment,Labrak Mantan Auto Manten,0,8035,0,11097,0,9173,9,79040
General Entertainment,Ada Apa dengan Andin? 2 Hari Menghilang dari Sinetron Ikatan Cinta,0,7906,0,9730,0,17545.25,10,79041
General Entertainment,Sarah Playschool - Belajar Alfabet,0,6534,0,20824,0,140234.25,11,79042
General Entertainment,Kecemasan Andin Kambuh Dengar Kebohongan Aldebaran di Ikatan Cinta,0,6005,0,7311,0,15857,13,79043
General Entertainment,"Di Antara Cerita, Rasa, dan Diam-Diamnya ArTi",0,4685,0,9876,0,139892.5,18,79044
General Entertainment,Dedek kangen dengan Lesti lovers ternyata! Saksikan POLES tanggal 4 Maret!  | Poles - Kepoin Lesti,0,4201,0,5084,0,3623.5,20,79045
General Entertainment,5 Fakta Jelang Juventus vs Porto,0,4151,0,5011,0,2025,21,79046
General Entertainment,Bagas Ran - Takkan Bisa Bersama (Official Music Video),0,3425,0,3800,0,5662.75,22,79047
General Entertainment,Imajinasi Kebahagiaan Zoe Jackson dan Cinta Brian di Buku Harian Seorang Istri,0,3323,0,4085,0,5459,24,79048
General Entertainment,"Kembali Ketahuan Bayar Mateo, Nino Memutuskan Cerai dengan Elsa",0,3301,0,3922,0,7572.25,25,79049
General Entertainment,Firasat Cinta Aldebaran Akhirnya Menemukan Andin Kembali,0,2896,0,3617,0,7633.5,28,79050
General Entertainment,Aldebaran Kembali Berbohong Kepada Andin Demi Tutupi Masalah Rendy,0,2849,0,3481,0,9556,29,79051
General Entertainment,Mengintip Aksi Song Joong Ki di Drama Terbaru 'Vincenzo',0,2385,0,2682,0,1478.4333333333334,34,79052
General Entertainment,BaLiTa - Seri Kegiatan Sehari-Hari,0,2282,0,3456,0,15232.25,35,79053
General Entertainment,Perankan Andin di Ikatan Cinta Amanda Manopo Diancam Dibunuh,0,2242,0,2383,0,3872.5,37,79054
General Entertainment,Lesti Kejora - Rizky Billar | Christie SERIBU KALI CINTA THE SERIES Eps 2,0,2210,0,2999,0,9005.75,38,79055
General Entertainment,Aldebaran Berbohong ke Andin untuk Bawa Reyna Tes DNA,0,2137,0,2526,0,5924.25,40,79056
General Entertainment,Sesame Street ,0,1957,0,3135,0,34846.85,45,79057
General Entertainment,"Kepoin Tas Nabila Atmaja, 2 Benda ini Wajib Ada saat Syuting Love Story The Series",0,1941,0,2334,0,1789.25,47,79058
General Entertainment,"Rusuh, Massa Pro dan Kontro KLB Partai Demokrat Saling Serang",0,1936,0,2141,0,3319,48,79059
General Entertainment,Trio Macan - Kutimang Adikku Sayang (Official Music Video),0,1918,0,2364,0,4076.25,50,79060
General Entertainment,Lagu Anak Indonesia Manggis,0,1910,0,2326,0,2498,51,79061
General Entertainment,Gemas! Sikap Andin Semakin Manja Bikin Aldebaran Salah Tingkah,0,1894,0,2254,0,6351.75,52,79062
General Entertainment,"Berusia 18 Tahun, Zoe Jackson Sukses Perankan Istri Tabah di Buku Harian Seorang Istri",0,1819,0,2187,0,3459.5,56,79063
General Entertainment,Audi Marissa - Anthony Xie | Christie SERIBU KALI CINTA THE SERIES Eps 3,0,1703,0,2315,0,6031.75,61,79064
General Entertainment,"Romantis, Aldebaran Bercumbu Mesra dengan Andin di Ikatan Cinta",0,1692,0,2018,0,7658,63,79065
General Entertainment,"Cinta Tanpa Batas Waktu, Andin dan Aldebaran Saling Merindu",0,1605,0,2431,0,6706.5,65,79066
General Entertainment,"Breaking Celeb! Suasana Terkini, Rina Gunawan Meninggal Dunia Karena Covid-19 di RSPP",0,1591,0,4515,0,7982.75,66,79067
General Entertainment,Martarombo,0,1574,0,1715,0,4800.75,68,79068
General Entertainment,Pemerintah Tak Ikut Campur Kisruh Demokrat,0,1572,0,1805,0,2047.75,69,79069
General Entertainment,"Breaking Celeb! Kabar Duka, Rina Gunawan Meninggal Dunia",0,1469,0,4361,0,4145.5,74,79070
General Entertainment,"Makin Dekat dengan Rara LIDA, Gunawan LIDA: Kita Saling Komitmen",0,1418,0,2290,0,5625.75,75,79071
General Entertainment,"Sesuatu, Aku Merias Calon Istri Mantanku",0,1349,0,1685,0,1725,77,79072
General Entertainment,Lagu Hafiz & Hafizah,0,1326,0,3451,0,20964.05,78,79073
General Entertainment,"Tata Janeeta - Cinta Sebodoh Ini ""Versi 2"" (Official Music Video)",0,1311,0,1620,0,2197.25,81,79074
General Entertainment,Vidio Music Corner : Pasto X Nexgen (Ost. Dari Jendela SMP),0,1310,0,1707,0,6137.25,82,79075
General Entertainment,KPK Perlihatkan Barang Bukti OTT Gubernur Nurdin Abullah dan ditetapkan Jadi Tersangka,0,1309,0,1408,0,3814,83,79076
General Entertainment,Seru! Potret Totalitas Pemain Beradegan di Sinetron Buku Harian Seorang Istri,0,1301,0,1565,0,2142,85,79077
General Entertainment,Rina Gunawan Meninggal Dunia,0,1297,0,1475,0,786.25,86,79078
General Entertainment,Senam Sehat Bersama Hafiz & Hafizah,0,1260,0,1741,0,4230.7,88,79079
General Entertainment,Belajar Bersama Hafiz & Hafizah,0,1178,0,2507,0,17749.75,96,79080
General Entertainment,BERANI BERUBAH: Dodol Perekat Korban PHK,0,1149,0,1322,0,1829.75,98,79081
General Entertainment,[TEASER] Dude Harlino & Alyssa Soebandono | Christie SERIBU KALI CINTA THE SERIES Eps5,0,1139,0,1262,0,575.5,99,79082
